mir,disease,pmid
hsa-mir-346,Arthritis,27379414
hsa-mir-25,Diabetic Nephropathy,27383196
hsa-mir-26a,Diabetic Nephropathy,27423364
hsa-mir-125b,Anemia,27423364
hsa-mir-150,"Leukemia, Myeloid, Chronic",27460454
hsa-mir-638,Atherosclerosis,27483257
hsa-mir-126,Prostate Neoplasms,27510529
hsa-mir-15a,Prostate Neoplasms,27521993
hsa-mir-192,Prostate Neoplasms,27535859
hsa-mir-377,Prostate Neoplasms,27535859
hsa-let-7a,Lupus Nephritis,27658773
hsa-mir-21,Lupus Nephritis,27832630
hsa-mir-449b,Stroke,27856935
hsa-mir-581,Stroke,28065883
hsa-mir-941,Stroke,28065883
hsa-mir-21,Chronic Hepatitis B,28293796
hsa-mir-26a,Chronic Hepatitis B,28377507
hsa-mir-15b,Diabetic Nephropathy,28407516
hsa-mir-16,Diabetic Nephropathy,28618412
hsa-mir-29a,Diabetic Nephropathy,28772031
hsa-mir-103a,"Diabetes Mellitus, Type 2",28910942
hsa-mir-28,"Diabetes Mellitus, Type 2",28910942
hsa-mir-29a,"Diabetes Mellitus, Type 2",28910942
hsa-mir-9,"Diabetes Mellitus, Type 2",29062343
hsa-mir-132,Sepsis,29068867
hsa-mir-194,Ischemic Diseases [unspecific],29113498
hsa-let-7a,Parkinson Disease,29278659
hsa-mir-7,Parkinson Disease,29324314
hsa-mir-182,Hyperactivity Disorder,29324314
hsa-mir-183,Hyperactivity Disorder,29381395
hsa-mir-211,Hyperactivity Disorder,29431643
hsa-mir-471,Hyperactivity Disorder,29434051
hsa-mir-101,Heart Diseases [unspecific],29434051
hsa-mir-140,Heart Diseases [unspecific],29536180
hsa-mir-150,Heart Diseases [unspecific],29556924
hsa-mir-320a,Heart Diseases [unspecific],29630521
hsa-mir-342,Heart Diseases [unspecific],29749498
hsa-mir-744,Heart Diseases [unspecific],29787577
hsa-mir-146a,Metabolic Syndrome,29787577
hsa-mir-15a,Metabolic Syndrome,29787577
hsa-mir-423,Metabolic Syndrome,29800045
hsa-mir-520c,Metabolic Syndrome,29800045
hsa-mir-523,Metabolic Syndrome,29800045
hsa-mir-210,Myasthenia Gravis,29873187
hsa-mir-324,Myasthenia Gravis,29873187
hsa-mir-146a,Behcet Disease,29873187
hsa-mir-155,Behcet Disease,29873258
hsa-mir-497,Nasopharyngeal Neoplasms,29873258
hsa-mir-17,Rheumatoid Arthritis,29873766
hsa-mir-18,Rheumatoid Arthritis,29873766
hsa-mir-19a,Rheumatoid Arthritis,29873766
hsa-mir-19b-1,Rheumatoid Arthritis,29904430
hsa-mir-20a,Rheumatoid Arthritis,29904430
hsa-mir-92-1,Rheumatoid Arthritis,29904430
hsa-mir-92,"Leukemia, Lymphocytic, Chronic, B-Cell",29904430
hsa-mir-141,Thyroid Neoplasms,29935433
hsa-mir-181a-1,Thyroid Neoplasms,29935433
hsa-let-7c,Muscle Atrophy,29935433
hsa-let-7e,Muscle Atrophy,29935433
hsa-let-7i,Muscle Atrophy,29935433
hsa-mir-100,Muscle Atrophy,29998838
hsa-mir-103a-1,Muscle Atrophy,30008716
hsa-mir-103a-2,Muscle Atrophy,30008716
hsa-mir-107,Muscle Atrophy,30008716
hsa-mir-125a,Muscle Atrophy,30008716
hsa-mir-126,Muscle Atrophy,30008716
hsa-mir-130a,Muscle Atrophy,30017193
hsa-mir-132,Muscle Atrophy,30017193
hsa-mir-140,Muscle Atrophy,30017193
hsa-mir-143,Muscle Atrophy,30018954
hsa-mir-145,Muscle Atrophy,30018954
hsa-mir-146a,Muscle Atrophy,30019103
hsa-mir-146b,Muscle Atrophy,30019103
hsa-mir-148a,Muscle Atrophy,30041004
hsa-mir-151a,Muscle Atrophy,30049824
hsa-mir-154,Muscle Atrophy,30052155
hsa-mir-155,Muscle Atrophy,30061955
hsa-mir-195,Muscle Atrophy,30061955
hsa-mir-199a-1,Muscle Atrophy,30061955
hsa-mir-199a-2,Muscle Atrophy,30061955
hsa-mir-199b,Muscle Atrophy,30118248
hsa-mir-19b-1,Muscle Atrophy,30118248
hsa-mir-19b-2,Muscle Atrophy,30127929
hsa-mir-21,Muscle Atrophy,30135469
hsa-mir-210,Muscle Atrophy,30135469
hsa-mir-214,Muscle Atrophy,30135469
hsa-mir-22,Muscle Atrophy,30147020
hsa-mir-221,Muscle Atrophy,30147020
hsa-mir-222,Muscle Atrophy,30165157
hsa-mir-223,Muscle Atrophy,30167868
hsa-mir-28,Muscle Atrophy,30167868
hsa-mir-299,Muscle Atrophy,30195754
hsa-mir-29c,Muscle Atrophy,30195754
hsa-mir-30a,Muscle Atrophy,30195754
hsa-mir-320a,Muscle Atrophy,30195754
hsa-mir-335,Muscle Atrophy,30202206
hsa-mir-34a,Muscle Atrophy,30202206
hsa-mir-362,Muscle Atrophy,30232383
hsa-mir-376c,Muscle Atrophy,30267378
hsa-mir-379,Muscle Atrophy,30267378
hsa-mir-381,Muscle Atrophy,30270454
hsa-mir-432,Muscle Atrophy,30270454
hsa-mir-452,Muscle Atrophy,30270454
hsa-mir-487b,Muscle Atrophy,30270454
hsa-mir-495,Muscle Atrophy,30308506
hsa-mir-497,Muscle Atrophy,30308506
hsa-mir-501,Muscle Atrophy,30308506
hsa-mir-99b,Muscle Atrophy,30308506
hsa-mir-155,Myeloproliferative Neoplasms,30308506
hsa-mir-223,Ovarian Neoplasms,30308506
hsa-mir-127,"Leukemia, Myeloid, Acute",30309709
hsa-mir-154,"Leukemia, Myeloid, Acute",30309709
hsa-mir-299,"Leukemia, Myeloid, Acute",30309709
hsa-mir-323a,"Leukemia, Myeloid, Acute",30309709
hsa-mir-370,"Leukemia, Myeloid, Acute",30309709
hsa-mir-141,Ovarian Neoplasms,30316681
hsa-mir-200a,Ovarian Neoplasms,30316681
hsa-mir-200b,Ovarian Neoplasms,30317557
hsa-mir-200c,Ovarian Neoplasms,30317557
hsa-mir-203,Ovarian Neoplasms,30340457
hsa-mir-205,Ovarian Neoplasms,30348222
hsa-mir-21,Ovarian Neoplasms,30348222
hsa-mir-214,Ovarian Neoplasms,30348222
hsa-mir-34c,Prostate Neoplasms,30348222
hsa-mir-521-1,Prostate Neoplasms,30348222
hsa-mir-521-2,Prostate Neoplasms,30348222
hsa-mir-1-1,Hypertension,17327404
hsa-mir-1-2,Hypertension,17327404
hsa-mir-133a-1,Hypertension,17355635
hsa-mir-133a-2,Hypertension,17355635
hsa-mir-155,Hypertension,17942673
hsa-mir-208b,Hypertension,17942673
hsa-mir-335,Multiple Myeloma,17942673
hsa-mir-342,Multiple Myeloma,17942673
hsa-mir-561,Multiple Myeloma,17942673
hsa-mir-10a,Myeloproliferative Neoplasms,17942673
hsa-mir-126,Myeloproliferative Neoplasms,17942673
hsa-mir-17,Myeloproliferative Neoplasms,17942673
hsa-mir-20a,Myeloproliferative Neoplasms,17942673
hsa-mir-205,Urinary Bladder Cancer,17942673
hsa-mir-21,Urinary Bladder Cancer,17942673
hsa-mir-125b-1,Ovarian Neoplasms,17942673
hsa-mir-125b-2,Ovarian Neoplasms,17942673
hsa-mir-130a,Ovarian Neoplasms,17942673
hsa-mir-30c-1,Ovarian Neoplasms,17942673
hsa-mir-30c-2,Ovarian Neoplasms,17942673
hsa-mir-335,Ovarian Neoplasms,17942673
hsa-mir-205,Head And Neck Neoplasms,17942673
hsa-mir-155,Pancreatic Neoplasms,17942673
hsa-mir-638,Leukemia,17942673
hsa-mir-92a,Leukemia,17942673
hsa-mir-143,Endometriosis,17942673
hsa-mir-155,Pancreatic Adenocarcinoma,17942673
hsa-mir-21,Pancreatic Adenocarcinoma,17942673
hsa-mir-210,Pancreatic Adenocarcinoma,17942673
hsa-mir-155,Stroke,17942673
hsa-mir-298,Stroke,17942673
hsa-mir-362,Stroke,17942673
hsa-mir-182,Sepsis,17942673
hsa-mir-342,Sepsis,17942673
hsa-mir-486,Sepsis,17942673
hsa-mir-29a,Colorectal Carcinoma,17942673
hsa-mir-92a-1,Colorectal Carcinoma,17942673
hsa-mir-92a-2,Colorectal Carcinoma,17942673
hsa-mir-31,"Squamous Cell Carcinoma, Oral",17942673
hsa-mir-106a,Gastric Neoplasms,17942673
hsa-mir-17,Gastric Neoplasms,17942673
hsa-mir-155,"Leukemia, Lymphocytic, Chronic, B-Cell",17942673
hsa-mir-34a,"Leukemia, Lymphocytic, Chronic, B-Cell",17942673
hsa-mir-208a,Myocardial Ischemic-Reperfusion Injury,17942673
hsa-mir-1224,Lupus Nephritis,17942673
hsa-mir-371a,Lupus Nephritis,17942673
hsa-mir-423,Lupus Nephritis,17942673
hsa-mir-638,Lupus Nephritis,17942673
hsa-mir-663a,Lupus Nephritis,17942673
hsa-let-7b,"Leukemia, Acute",17942673
hsa-mir-128-1,"Leukemia, Acute",17942673
hsa-mir-155,"Leukemia, Acute",17942673
hsa-mir-181a,"Leukemia, Acute",17942673
hsa-mir-181a,"Leukemia, Lymphocytic, Chronic, B-Cell",17942673
hsa-mir-181b,"Leukemia, Lymphocytic, Chronic, B-Cell",17942673
hsa-mir-223,"Leukemia, Acute",18299402
hsa-mir-29b,"Leukemia, Lymphocytic, Chronic, B-Cell",18442408
hsa-let-7f,Lung Neoplasms,18450603
hsa-mir-30e,Lung Neoplasms,18450603
hsa-mir-17,Coronary Artery Disease,18450603
hsa-mir-92a,Coronary Artery Disease,18478077
hsa-mir-196a,"Adenocarcinoma, Pancreatic Ductal",18478077
hsa-mir-221,"Carcinoma, Rectal",18478077
hsa-mir-145,Acute Myocardial Infarction,18478077
hsa-mir-30c,Acute Myocardial Infarction,18478077
hsa-mir-210,Atherosclerosis,18589210
hsa-mir-221,Atherosclerosis,18589210
hsa-mir-222,Atherosclerosis,18589210
hsa-mir-29a,"Scleroderma, Localized",18589210
hsa-mir-29a,"Scleroderma, Systemic",18589210
hsa-mir-302a,Neoplasms [unspecific],18589210
hsa-mir-302b,Neoplasms [unspecific],18589210
hsa-mir-302c,Neoplasms [unspecific],18589210
hsa-mir-302d,Neoplasms [unspecific],18633110
hsa-mir-367,Neoplasms [unspecific],18668526
hsa-mir-371a,Neoplasms [unspecific],18668526
hsa-mir-372,Neoplasms [unspecific],18668526
hsa-mir-373,Neoplasms [unspecific],18690400
hsa-mir-18,Leukemia,18690400
hsa-mir-19a,Leukemia,18690400
hsa-mir-19b-1,Leukemia,18690400
hsa-mir-1-1,Parkinson Disease,18690400
hsa-mir-1-2,Parkinson Disease,18690400
hsa-mir-16-2,Parkinson Disease,18700954
hsa-mir-22,Parkinson Disease,18700954
hsa-mir-26a-2,Parkinson Disease,18700954
hsa-mir-29b-1,Parkinson Disease,18773208
hsa-mir-29b-2,Parkinson Disease,18773208
hsa-mir-29c,Parkinson Disease,18773208
hsa-mir-30a,Parkinson Disease,18773208
hsa-mir-132,Obesity,18799331
hsa-mir-17,Obesity,18799331
hsa-mir-1-1,"Muscular Dystrophy, Duchenne",18823650
hsa-mir-1-2,"Muscular Dystrophy, Duchenne",18823650
hsa-mir-133a-1,"Muscular Dystrophy, Duchenne",18823650
hsa-mir-133a-2,"Muscular Dystrophy, Duchenne",18823650
hsa-mir-133b,"Muscular Dystrophy, Duchenne",18823650
hsa-mir-103,"Leukemia, Myeloid, Chronic",18823650
hsa-mir-144,"Leukemia, Myeloid, Chronic",19043531
hsa-mir-155,"Leukemia, Myeloid, Chronic",19106647
hsa-mir-17,"Leukemia, Myeloid, Chronic",19440243
hsa-mir-19a,"Leukemia, Myeloid, Chronic",19440243
hsa-mir-20a,"Leukemia, Myeloid, Chronic",19692421
hsa-mir-221,"Leukemia, Myeloid, Chronic",19723895
hsa-mir-222,"Leukemia, Myeloid, Chronic",19723895
hsa-let-7a-1,Myelodysplastic Syndromes,19723895
hsa-let-7a-2,Myelodysplastic Syndromes,19724284
hsa-let-7a-3,Myelodysplastic Syndromes,19724284
hsa-mir-16-1,Myelodysplastic Syndromes,19724284
hsa-mir-16-2,Myelodysplastic Syndromes,19823581
hsa-mir-122,Hepatitis B Virus Infection,19823581
hsa-mir-210,Acute Cerebral Ischemia,19823581
hsa-mir-19b,"Leukemia, Lymphoblastic, Acute, T-Cell",19876917
hsa-mir-20a,"Leukemia, Lymphoblastic, Acute, T-Cell",19876917
hsa-mir-223,"Leukemia, Lymphoblastic, Acute, T-Cell",19876917
hsa-mir-26a,"Leukemia, Lymphoblastic, Acute, T-Cell",20233326
hsa-mir-92,"Leukemia, Lymphoblastic, Acute, T-Cell",20349219
hsa-mir-210,Acute Kidney Failure,20349219
hsa-mir-34a,Schizophrenia,20393129
hsa-mir-100,Atherosclerosis,20393129
hsa-mir-127,Atherosclerosis,20393129
hsa-mir-133a-1,Atherosclerosis,20395621
hsa-mir-133a-2,Atherosclerosis,20485490
hsa-mir-133b,Atherosclerosis,20485490
hsa-mir-20a,Myocardial Infarction,20485490
hsa-mir-326,Multiple Sclerosis,20485490
hsa-mir-29a,"Tuberculosis, Pulmonary",20485490
hsa-mir-126,Parkinson Disease,20561445
hsa-mir-147a,Parkinson Disease,20561445
hsa-mir-151a,Parkinson Disease,20561445
hsa-mir-199a-1,Parkinson Disease,20561445
hsa-mir-199a-2,Parkinson Disease,20561445
hsa-mir-199b,Parkinson Disease,20561445
hsa-mir-19b-1,Parkinson Disease,20561445
hsa-mir-19b-2,Parkinson Disease,20561445
hsa-mir-26a-1,Parkinson Disease,20561445
hsa-mir-28,Parkinson Disease,20561445
hsa-mir-301a,Parkinson Disease,20576643
hsa-mir-30b,Parkinson Disease,20595154
hsa-mir-30c-1,Parkinson Disease,20595154
hsa-mir-30c-2,Parkinson Disease,20595655
hsa-mir-335,Parkinson Disease,20595655
hsa-mir-374a,Parkinson Disease,20595655
hsa-mir-374b,Parkinson Disease,20614181
hsa-mir-126,"Carcinoma, Lung, Non-Small-Cell",20880178
hsa-mir-183,"Carcinoma, Lung, Non-Small-Cell",20886220
hsa-mir-222,"Carcinoma, Lung, Non-Small-Cell",20886220
hsa-mir-21,Hepatitis C Virus Infection,20888330
hsa-mir-21,"Squamous Cell Carcinoma, Head and Neck",20888330
hsa-let-7g,Schizophrenia,20888330
hsa-mir-103a-1,Schizophrenia,21129921
hsa-mir-103a-2,Schizophrenia,21129921
hsa-mir-103b-1,Schizophrenia,21173133
hsa-mir-103b-2,Schizophrenia,21173133
hsa-mir-17,Schizophrenia,21173133
hsa-mir-181b-1,Schizophrenia,21173133
hsa-mir-181b-2,Schizophrenia,21173133
hsa-mir-195,Schizophrenia,21173133
hsa-mir-219-2,Schizophrenia,21173133
hsa-mir-92a-1,Schizophrenia,21173133
hsa-mir-122,"Carcinoma, Hepatocellular",21176349
hsa-mir-192,"Carcinoma, Hepatocellular",21176349
hsa-mir-223,"Carcinoma, Hepatocellular",21176349
hsa-mir-26a-1,"Carcinoma, Hepatocellular",21176349
hsa-mir-26a-2,"Carcinoma, Hepatocellular",21295623
hsa-mir-27a,"Carcinoma, Hepatocellular",21295623
hsa-let-7g,Multiple Sclerosis,21295623
hsa-mir-150,Multiple Sclerosis,21295623
hsa-mir-137,Alzheimer Disease,21295623
hsa-mir-181c,Alzheimer Disease,21295623
hsa-mir-29a,Alzheimer Disease,21295623
hsa-mir-29b-1,Alzheimer Disease,21295623
hsa-mir-29b-2,Alzheimer Disease,21295623
hsa-mir-9-1,Alzheimer Disease,21295623
hsa-mir-9-2,Alzheimer Disease,21367929
hsa-mir-9-3,Alzheimer Disease,21367929
hsa-mir-221,Breast Neoplasms,21425469
hsa-mir-16,Gastrointestinal Neoplasms,21425469
hsa-mir-93,Gastrointestinal Neoplasms,21425469
hsa-let-7b,Leukemia,21425469
hsa-mir-128,Leukemia,21425469
hsa-mir-223,Leukemia,21460253
hsa-mir-141,Prostate Neoplasms,21501493
hsa-mir-375,Prostate Neoplasms,21501493
hsa-mir-499a,Myocardial Infarction,21501493
hsa-mir-16-1,Breast Neoplasms,21501493
hsa-mir-16-2,Breast Neoplasms,21501493
hsa-mir-25,Breast Neoplasms,21501493
hsa-mir-324,Breast Neoplasms,21501493
hsa-mir-224,Giant Cell Tumor of Bone,21501493
hsa-mir-297,Sepsis,21501493
hsa-mir-574,Sepsis,21501493
hsa-mir-215,Breast Neoplasms,21602527
hsa-mir-299,Breast Neoplasms,21602527
hsa-mir-411,Breast Neoplasms,21602527
hsa-mir-452,Breast Neoplasms,21602527
hsa-let-7c,Hepatitis B Virus Infection,21602527
hsa-mir-150,Hepatitis B Virus Infection,21606975
hsa-mir-23b,Hepatitis B Virus Infection,21622133
hsa-mir-122,Breast Neoplasms,21642990
hsa-mir-375,Breast Neoplasms,21642990
hsa-mir-513a-1,Liver Cirrhosis,21642990
hsa-mir-513a-2,Liver Cirrhosis,21642990
hsa-mir-513b,Liver Cirrhosis,21642990
hsa-mir-513c,Liver Cirrhosis,21700819
hsa-mir-571,Liver Cirrhosis,21738743
hsa-mir-652,Liver Cirrhosis,21817153
hsa-mir-122,Liver Diseases [unspecific],21817153
hsa-mir-15a,Kidney Neoplasms,21817153
hsa-mir-15a,Leukemia,21817153
hsa-mir-221,Gastric Neoplasms,21817153
hsa-mir-376c,Gastric Neoplasms,21817153
hsa-mir-744,Gastric Neoplasms,21949348
hsa-mir-101-2,"Leukemia, Lymphoblastic, Acute",21949733
hsa-mir-148a,"Leukemia, Lymphoblastic, Acute",21998423
hsa-mir-22,"Leukemia, Lymphoblastic, Acute",22003392
hsa-mir-223,"Leukemia, Lymphoblastic, Acute",22003392
hsa-mir-133a-1,Osteoporosis,22003392
hsa-mir-133a-2,Osteoporosis,22003392
hsa-mir-125b-1,Interstitial Lung Disease,22003392
hsa-mir-125b-2,Interstitial Lung Disease,22003392
hsa-mir-128-1,Interstitial Lung Disease,22003392
hsa-mir-128-2,Interstitial Lung Disease,22003392
hsa-mir-20b,Interstitial Lung Disease,22003392
hsa-mir-30e,Interstitial Lung Disease,22003392
hsa-mir-15b,Chronic Kidney Disease,22003392
hsa-mir-122,Sepsis,22003392
hsa-mir-15a,Sepsis,22003392
hsa-mir-16-1,Sepsis,22003392
hsa-mir-16-2,Sepsis,22003392
hsa-mir-193a,Sepsis,22003392
hsa-mir-483,Sepsis,22003392
hsa-mir-197,Myocardial Infarction,22003392
hsa-mir-223,Myocardial Infarction,22003392
hsa-mir-155,Esophageal Neoplasms,22003392
hsa-mir-27b,"Carcinoma, Oral",22003392
hsa-mir-199b,Endometrial Neoplasms,22009180
hsa-mir-99a,Endometrial Neoplasms,22009180
hsa-mir-155,Heart Failure,22009180
hsa-mir-17,"Lymphoma, Large B-Cell, Diffuse",22018950
hsa-mir-18,"Lymphoma, Large B-Cell, Diffuse",22066022
hsa-mir-19a,"Lymphoma, Large B-Cell, Diffuse",22094257
hsa-mir-19b-1,"Lymphoma, Large B-Cell, Diffuse",22094284
hsa-mir-20a,"Lymphoma, Large B-Cell, Diffuse",22094284
hsa-mir-92-1,"Lymphoma, Large B-Cell, Diffuse",22094284
hsa-mir-499,Sepsis,22094284
hsa-mir-17,Nasopharyngeal Neoplasms,22094284
hsa-mir-20a,Nasopharyngeal Neoplasms,22094284
hsa-mir-223,Nasopharyngeal Neoplasms,22094284
hsa-mir-371a,Testicular Neoplasms,22094284
hsa-mir-210,"Carcinoma, Renal Cell",22094284
hsa-mir-155,Kidney Diseases [unspecific],22094284
hsa-mir-155,Breast Neoplasms,22094284
hsa-mir-122,Hepatitis C Virus Infection,22094284
hsa-mir-494,Acute Kidney Failure,22105822
hsa-mir-208a,Myocardial Infarction,22105822
hsa-mir-128,Glioblastoma,22105822
hsa-mir-21,Glioblastoma,22105822
hsa-mir-195,Myocardial Infarction,22105822
hsa-mir-30a,Myocardial Infarction,22105822
hsa-mir-373,Breast Neoplasms,22105822
hsa-mir-1246,Heart Failure,22108567
hsa-mir-142,Heart Failure,22108567
hsa-mir-454,Heart Failure,22155483
hsa-mir-500,Heart Failure,22155483
hsa-mir-129-1,Gastric Neoplasms,22155483
hsa-mir-129-2,Gastric Neoplasms,22155483
hsa-mir-211,Pancreatic Neoplasms,22155483
hsa-mir-133b,Lung Neoplasms,22155483
hsa-mir-206,Lung Neoplasms,22155483
hsa-mir-106b,Lung Disease [unspecific],22155483
hsa-mir-199a,"Carcinoma, Lung, Non-Small-Cell",22156446
hsa-mir-133a-2,Myocardial Infarction,22198701
hsa-mir-423,Myocardial Infarction,22198701
hsa-mir-1246,Esophageal Neoplasms,22209839
hsa-mir-20a,Hepatitis C Virus Infection,22209839
hsa-mir-150,"Leukemia, Myeloid, Acute",22209839
hsa-mir-342,"Leukemia, Myeloid, Acute",22239527
hsa-mir-142,Lung Neoplasms,22240788
hsa-let-7c,Multiple Myeloma,22240788
hsa-mir-16,Multiple Myeloma,22252325
hsa-mir-181a,Multiple Myeloma,22263628
hsa-mir-181b,Multiple Myeloma,22298638
hsa-mir-449,Multiple Myeloma,22298638
hsa-mir-27a,Pancreatic Neoplasms,22298638
hsa-let-7a,Gastric Neoplasms,22298638
hsa-mir-20a,Gastric Neoplasms,22298638
hsa-mir-320a,Gastric Neoplasms,22326282
hsa-let-7b,Ovarian Neoplasms,22344312
hsa-mir-132,Ovarian Neoplasms,22344312
hsa-mir-145,Ovarian Neoplasms,22350310
hsa-mir-26a,Ovarian Neoplasms,22350310
hsa-mir-583,Hepatitis B Virus Infection,22353773
hsa-mir-663,Hepatitis B Virus Infection,22353773
hsa-mir-200c,Prostate Neoplasms,22353773
hsa-mir-18a,"Squamous Cell Carcinoma, Esophageal",22353773
hsa-mir-1,Myocardial Infarction,22370716
hsa-mir-134,Myocardial Infarction,22392036
hsa-mir-186,Myocardial Infarction,22392036
hsa-mir-208,Myocardial Infarction,22392036
hsa-mir-499,Myocardial Infarction,22392036
hsa-let-7d,Hepatitis C Virus Infection,22400902
hsa-mir-146a,Hepatitis C Virus Infection,22400902
hsa-mir-16,Hepatitis C Virus Infection,22412969
hsa-mir-26b,Hepatitis C Virus Infection,22412969
hsa-mir-18a,Colorectal Carcinoma,22412969
hsa-mir-208,Heart Failure,22412969
hsa-mir-499,Heart Failure,22412969
hsa-mir-103,Heart Failure,22412969
hsa-mir-30b,Heart Failure,22427142
hsa-mir-342,Heart Failure,22429968
hsa-mir-134,Pancreatic Neoplasms,22431542
hsa-mir-1825,Pancreatic Neoplasms,22432036
hsa-mir-24,Pancreatic Neoplasms,22432036
hsa-mir-378,Pancreatic Neoplasms,22432036
hsa-mir-484,Pancreatic Neoplasms,22456238
hsa-mir-628,Pancreatic Neoplasms,22456238
hsa-mir-199a-1,Gastric Neoplasms,22456238
hsa-mir-199a-2,Gastric Neoplasms,22456238
hsa-mir-145,Heart Failure,22506038
hsa-mir-26b,Heart Failure,22506038
hsa-mir-29a,Heart Failure,22512273
hsa-mir-30e,Heart Failure,22512273
hsa-mir-92a-1,Heart Failure,22512273
hsa-mir-92a-2,Heart Failure,22512273
hsa-mir-1-1,Myocardial Infarction,22512273
hsa-mir-1-2,Myocardial Infarction,22512273
hsa-mir-133a-1,Myocardial Infarction,22512691
hsa-mir-34a,Breast Neoplasms,22719975
hsa-mir-10a,"Carcinoma, Lung, Non-Small-Cell",22719975
hsa-mir-145,"Carcinoma, Lung, Non-Small-Cell",22719975
hsa-mir-21,"Carcinoma, Lung, Non-Small-Cell",22719975
hsa-mir-30d,"Carcinoma, Lung, Non-Small-Cell",22719975
hsa-mir-30e,"Carcinoma, Lung, Non-Small-Cell",22719975
hsa-mir-451a,"Carcinoma, Lung, Non-Small-Cell",22719975
hsa-mir-451b,"Carcinoma, Lung, Non-Small-Cell",22813605
hsa-mir-195,"Carcinoma, Adrenocortical",22813605
hsa-mir-483,"Carcinoma, Adrenocortical",22813605
hsa-mir-145,Multiple Sclerosis,22891887
hsa-mir-424,Fragile X Syndrome,22902387
hsa-mir-574,Fragile X Syndrome,22920721
hsa-mir-1246,Early-Stage Cervical Squamous Cell Carcinoma,22920721
hsa-mir-20a,Early-Stage Cervical Squamous Cell Carcinoma,22939041
hsa-mir-2392,Early-Stage Cervical Squamous Cell Carcinoma,22964854
hsa-mir-3162,Early-Stage Cervical Squamous Cell Carcinoma,22964854
hsa-mir-4484,Early-Stage Cervical Squamous Cell Carcinoma,22964854
hsa-mir-106b,Gastric Neoplasms,22964854
hsa-mir-146a,Gastric Neoplasms,22964854
hsa-mir-148a,Gastric Neoplasms,22964854
hsa-mir-21,Gastric Neoplasms,23026916
hsa-mir-223,Gastric Neoplasms,23026916
hsa-mir-27a,Gastric Neoplasms,23056289
hsa-mir-433,Gastric Neoplasms,23056289
hsa-mir-1,"Carcinoma, Hepatocellular",23056289
hsa-mir-122,Chronic Obstructive Pulmonary Disease,23056289
hsa-mir-16,Chronic Obstructive Pulmonary Disease,23059743
hsa-mir-107,Pancreatic Neoplasms,23064048
hsa-mir-29c,Colorectal Carcinoma,23070235
hsa-mir-145,Stroke,23071695
hsa-mir-221,Stroke,23085648
hsa-mir-145,Melanoma,23144172
hsa-mir-150,Melanoma,23160513
hsa-mir-155,Melanoma,23168198
hsa-mir-203,Melanoma,23174013
hsa-mir-205,Melanoma,23174013
hsa-mir-9,Melanoma,23174013
hsa-mir-130b,Metabolic Syndrome,23236408
hsa-mir-106b,Neoplasms [unspecific],23236408
hsa-mir-140,Neoplasms [unspecific],23238818
hsa-mir-15b,Neoplasms [unspecific],23238818
hsa-mir-16,Neoplasms [unspecific],23247724
hsa-mir-185,Neoplasms [unspecific],23247724
hsa-mir-191,Neoplasms [unspecific],23247724
hsa-mir-19b,Neoplasms [unspecific],23247724
hsa-mir-30d,Neoplasms [unspecific],23307240
hsa-mir-320a,Neoplasms [unspecific],23307240
hsa-mir-425,Neoplasms [unspecific],23329235
hsa-mir-486,Neoplasms [unspecific],23337359
hsa-mir-92a,Neoplasms [unspecific],23337359
hsa-mir-125a,Rheumatoid Arthritis,23338559
hsa-mir-24,Rheumatoid Arthritis,23342174
hsa-mir-125b,Machado-Joseph Disease,23347612
hsa-mir-25,Machado-Joseph Disease,23347612
